date_sk,date,day,month,month_name,quarter,year,day_of_week,day_name,is_weekend,is_holiday
20241231,2024-12-31,31,12,December,4,2024,1,Tuesday,0,0
20250101,2025-01-01,1,1,January,1,2025,2,Wednesday,0,1
20250102,2025-01-02,2,1,January,1,2025,3,Thursday,0,0
20250103,2025-01-03,3,1,January,1,2025,4,Friday,0,0
20250104,2025-01-04,4,1,January,1,2025,5,Saturday,1,0
20250105,2025-01-05,5,1,January,1,2025,6,Sunday,1,0
20250106,2025-01-06,6,1,January,1,2025,0,Monday,0,0
20250107,2025-01-07,7,1,January,1,2025,1,Tuesday,0,0
20250108,2025-01-08,8,1,January,1,2025,2,Wednesday,0,0
20250109,2025-01-09,9,1,January,1,2025,3,Thursday,0,0
20250110,2025-01-10,10,1,January,1,2025,4,Friday,0,0
20250111,2025-01-11,11,1,January,1,2025,5,Saturday,1,0
20250112,2025-01-12,12,1,January,1,2025,6,Sunday,1,0
20250113,2025-01-13,13,1,January,1,2025,0,Monday,0,0
20250114,2025-01-14,14,1,January,1,2025,1,Tuesday,0,0
20250115,2025-01-15,15,1,January,1,2025,2,Wednesday,0,0
20250116,2025-01-16,16,1,January,1,2025,3,Thursday,0,0
20250117,2025-01-17,17,1,January,1,2025,4,Friday,0,0
20250118,2025-01-18,18,1,January,1,2025,5,Saturday,1,0
20250119,2025-01-19,19,1,January,1,2025,6,Sunday,1,0
20250120,2025-01-20,20,1,January,1,2025,0,Monday,0,1
20250121,2025-01-21,21,1,January,1,2025,1,Tuesday,0,0
20250122,2025-01-22,22,1,January,1,2025,2,Wednesday,0,0
20250123,2025-01-23,23,1,January,1,2025,3,Thursday,0,0
20250124,2025-01-24,24,1,January,1,2025,4,Friday,0,0
20250125,2025-01-25,25,1,January,1,2025,5,Saturday,1,0
20250126,2025-01-26,26,1,January,1,2025,6,Sunday,1,0
20250127,2025-01-27,27,1,January,1,2025,0,Monday,0,0
20250128,2025-01-28,28,1,January,1,2025,1,Tuesday,0,0
20250129,2025-01-29,29,1,January,1,2025,2,Wednesday,0,0
20250130,2025-01-30,30,1,January,1,2025,3,Thursday,0,0
20250131,2025-01-31,31,1,January,1,2025,4,Friday,0,0
20250201,2025-02-01,1,2,February,1,2025,5,Saturday,1,0
20250202,2025-02-02,2,2,February,1,2025,6,Sunday,1,0
20250203,2025-02-03,3,2,February,1,2025,0,Monday,0,0
20250204,2025-02-04,4,2,February,1,2025,1,Tuesday,0,0
20250205,2025-02-05,5,2,February,1,2025,2,Wednesday,0,0
20250206,2025-02-06,6,2,February,1,2025,3,Thursday,0,0
20250207,2025-02-07,7,2,February,1,2025,4,Friday,0,0
20250208,2025-02-08,8,2,February,1,2025,5,Saturday,1,0
20250209,2025-02-09,9,2,February,1,2025,6,Sunday,1,0
20250210,2025-02-10,10,2,February,1,2025,0,Monday,0,0
20250211,2025-02-11,11,2,February,1,2025,1,Tuesday,0,0
20250212,2025-02-12,12,2,February,1,2025,2,Wednesday,0,0
20250213,2025-02-13,13,2,February,1,2025,3,Thursday,0,0
20250214,2025-02-14,14,2,February,1,2025,4,Friday,0,0
20250215,2025-02-15,15,2,February,1,2025,5,Saturday,1,0
20250216,2025-02-16,16,2,February,1,2025,6,Sunday,1,0
20250217,2025-02-17,17,2,February,1,2025,0,Monday,0,1
20250218,2025-02-18,18,2,February,1,2025,1,Tuesday,0,0
20250219,2025-02-19,19,2,February,1,2025,2,Wednesday,0,0
20250220,2025-02-20,20,2,February,1,2025,3,Thursday,0,0
20250221,2025-02-21,21,2,February,1,2025,4,Friday,0,0
20250222,2025-02-22,22,2,February,1,2025,5,Saturday,1,0
20250223,2025-02-23,23,2,February,1,2025,6,Sunday,1,0
20250224,2025-02-24,24,2,February,1,2025,0,Monday,0,0
20250225,2025-02-25,25,2,February,1,2025,1,Tuesday,0,0
20250226,2025-02-26,26,2,February,1,2025,2,Wednesday,0,0
20250227,2025-02-27,27,2,February,1,2025,3,Thursday,0,0
20250228,2025-02-28,28,2,February,1,2025,4,Friday,0,0
20250301,2025-03-01,1,3,March,1,2025,5,Saturday,1,0
20250302,2025-03-02,2,3,March,1,2025,6,Sunday,1,0
20250303,2025-03-03,3,3,March,1,2025,0,Monday,0,0
20250304,2025-03-04,4,3,March,1,2025,1,Tuesday,0,0
20250305,2025-03-05,5,3,March,1,2025,2,Wednesday,0,0
20250306,2025-03-06,6,3,March,1,2025,3,Thursday,0,0
20250307,2025-03-07,7,3,March,1,2025,4,Friday,0,0
20250308,2025-03-08,8,3,March,1,2025,5,Saturday,1,0
20250309,2025-03-09,9,3,March,1,2025,6,Sunday,1,0
20250310,2025-03-10,10,3,March,1,2025,0,Monday,0,0
20250311,2025-03-11,11,3,March,1,2025,1,Tuesday,0,0
20250312,2025-03-12,12,3,March,1,2025,2,Wednesday,0,0
20250313,2025-03-13,13,3,March,1,2025,3,Thursday,0,0
20250314,2025-03-14,14,3,March,1,2025,4,Friday,0,0
20250315,2025-03-15,15,3,March,1,2025,5,Saturday,1,0
20250316,2025-03-16,16,3,March,1,2025,6,Sunday,1,0
20250317,2025-03-17,17,3,March,1,2025,0,Monday,0,0
20250318,2025-03-18,18,3,March,1,2025,1,Tuesday,0,0
20250319,2025-03-19,19,3,March,1,2025,2,Wednesday,0,0
20250320,2025-03-20,20,3,March,1,2025,3,Thursday,0,0
20250321,2025-03-21,21,3,March,1,2025,4,Friday,0,0
20250322,2025-03-22,22,3,March,1,2025,5,Saturday,1,0
20250323,2025-03-23,23,3,March,1,2025,6,Sunday,1,0
20250324,2025-03-24,24,3,March,1,2025,0,Monday,0,0
20250325,2025-03-25,25,3,March,1,2025,1,Tuesday,0,0
20250326,2025-03-26,26,3,March,1,2025,2,Wednesday,0,0
20250327,2025-03-27,27,3,March,1,2025,3,Thursday,0,0
20250328,2025-03-28,28,3,March,1,2025,4,Friday,0,0
20250329,2025-03-29,29,3,March,1,2025,5,Saturday,1,0
20250330,2025-03-30,30,3,March,1,2025,6,Sunday,1,0
20250331,2025-03-31,31,3,March,1,2025,0,Monday,0,0
20250401,2025-04-01,1,4,April,2,2025,1,Tuesday,0,0
20250402,2025-04-02,2,4,April,2,2025,2,Wednesday,0,0
20250403,2025-04-03,3,4,April,2,2025,3,Thursday,0,0
20250404,2025-04-04,4,4,April,2,2025,4,Friday,0,0
20250405,2025-04-05,5,4,April,2,2025,5,Saturday,1,0
20250406,2025-04-06,6,4,April,2,2025,6,Sunday,1,0
20250407,2025-04-07,7,4,April,2,2025,0,Monday,0,0
20250408,2025-04-08,8,4,April,2,2025,1,Tuesday,0,0
20250409,2025-04-09,9,4,April,2,2025,2,Wednesday,0,0
20250410,2025-04-10,10,4,April,2,2025,3,Thursday,0,0
20250411,2025-04-11,11,4,April,2,2025,4,Friday,0,0
20250412,2025-04-12,12,4,April,2,2025,5,Saturday,1,0
20250413,2025-04-13,13,4,April,2,2025,6,Sunday,1,0
20250414,2025-04-14,14,4,April,2,2025,0,Monday,0,0
20250415,2025-04-15,15,4,April,2,2025,1,Tuesday,0,0
20250416,2025-04-16,16,4,April,2,2025,2,Wednesday,0,0
20250417,2025-04-17,17,4,April,2,2025,3,Thursday,0,0
20250418,2025-04-18,18,4,April,2,2025,4,Friday,0,0
20250419,2025-04-19,19,4,April,2,2025,5,Saturday,1,0
20250420,2025-04-20,20,4,April,2,2025,6,Sunday,1,0
20250421,2025-04-21,21,4,April,2,2025,0,Monday,0,0
20250422,2025-04-22,22,4,April,2,2025,1,Tuesday,0,0
20250423,2025-04-23,23,4,April,2,2025,2,Wednesday,0,0
20250424,2025-04-24,24,4,April,2,2025,3,Thursday,0,0
20250425,2025-04-25,25,4,April,2,2025,4,Friday,0,0
20250426,2025-04-26,26,4,April,2,2025,5,Saturday,1,0
20250427,2025-04-27,27,4,April,2,2025,6,Sunday,1,0
20250428,2025-04-28,28,4,April,2,2025,0,Monday,0,0
20250429,2025-04-29,29,4,April,2,2025,1,Tuesday,0,0
20250430,2025-04-30,30,4,April,2,2025,2,Wednesday,0,0
20250501,2025-05-01,1,5,May,2,2025,3,Thursday,0,0
20250502,2025-05-02,2,5,May,2,2025,4,Friday,0,0
20250503,2025-05-03,3,5,May,2,2025,5,Saturday,1,0
20250504,2025-05-04,4,5,May,2,2025,6,Sunday,1,0
20250505,2025-05-05,5,5,May,2,2025,0,Monday,0,0
20250506,2025-05-06,6,5,May,2,2025,1,Tuesday,0,0
20250507,2025-05-07,7,5,May,2,2025,2,Wednesday,0,0
20250508,2025-05-08,8,5,May,2,2025,3,Thursday,0,0
20250509,2025-05-09,9,5,May,2,2025,4,Friday,0,0
20250510,2025-05-10,10,5,May,2,2025,5,Saturday,1,0
20250511,2025-05-11,11,5,May,2,2025,6,Sunday,1,0
20250512,2025-05-12,12,5,May,2,2025,0,Monday,0,0
20250513,2025-05-13,13,5,May,2,2025,1,Tuesday,0,0
20250514,2025-05-14,14,5,May,2,2025,2,Wednesday,0,0
20250515,2025-05-15,15,5,May,2,2025,3,Thursday,0,0
20250516,2025-05-16,16,5,May,2,2025,4,Friday,0,0
20250517,2025-05-17,17,5,May,2,2025,5,Saturday,1,0
20250518,2025-05-18,18,5,May,2,2025,6,Sunday,1,0
20250519,2025-05-19,19,5,May,2,2025,0,Monday,0,0
20250520,2025-05-20,20,5,May,2,2025,1,Tuesday,0,0
20250521,2025-05-21,21,5,May,2,2025,2,Wednesday,0,0
20250522,2025-05-22,22,5,May,2,2025,3,Thursday,0,0
20250523,2025-05-23,23,5,May,2,2025,4,Friday,0,0
20250524,2025-05-24,24,5,May,2,2025,5,Saturday,1,0
20250525,2025-05-25,25,5,May,2,2025,6,Sunday,1,0
20250526,2025-05-26,26,5,May,2,2025,0,Monday,0,1
20250527,2025-05-27,27,5,May,2,2025,1,Tuesday,0,0
20250528,2025-05-28,28,5,May,2,2025,2,Wednesday,0,0
20250529,2025-05-29,29,5,May,2,2025,3,Thursday,0,0
20250530,2025-05-30,30,5,May,2,2025,4,Friday,0,0
20250531,2025-05-31,31,5,May,2,2025,5,Saturday,1,0
20250601,2025-06-01,1,6,June,2,2025,6,Sunday,1,0
20250602,2025-06-02,2,6,June,2,2025,0,Monday,0,0
20250603,2025-06-03,3,6,June,2,2025,1,Tuesday,0,0
20250604,2025-06-04,4,6,June,2,2025,2,Wednesday,0,0
20250605,2025-06-05,5,6,June,2,2025,3,Thursday,0,0
20250606,2025-06-06,6,6,June,2,2025,4,Friday,0,0
20250607,2025-06-07,7,6,June,2,2025,5,Saturday,1,0
20250608,2025-06-08,8,6,June,2,2025,6,Sunday,1,0
20250609,2025-06-09,9,6,June,2,2025,0,Monday,0,0
20250610,2025-06-10,10,6,June,2,2025,1,Tuesday,0,0
20250611,2025-06-11,11,6,June,2,2025,2,Wednesday,0,0
20250612,2025-06-12,12,6,June,2,2025,3,Thursday,0,0
20250613,2025-06-13,13,6,June,2,2025,4,Friday,0,0
20250614,2025-06-14,14,6,June,2,2025,5,Saturday,1,0
20250615,2025-06-15,15,6,June,2,2025,6,Sunday,1,0
20250616,2025-06-16,16,6,June,2,2025,0,Monday,0,0
20250617,2025-06-17,17,6,June,2,2025,1,Tuesday,0,0
20250618,2025-06-18,18,6,June,2,2025,2,Wednesday,0,0
20250619,2025-06-19,19,6,June,2,2025,3,Thursday,0,0
20250620,2025-06-20,20,6,June,2,2025,4,Friday,0,0
20250621,2025-06-21,21,6,June,2,2025,5,Saturday,1,0
20250622,2025-06-22,22,6,June,2,2025,6,Sunday,1,0
20250623,2025-06-23,23,6,June,2,2025,0,Monday,0,0
20250624,2025-06-24,24,6,June,2,2025,1,Tuesday,0,0
20250625,2025-06-25,25,6,June,2,2025,2,Wednesday,0,0
20250626,2025-06-26,26,6,June,2,2025,3,Thursday,0,0
20250627,2025-06-27,27,6,June,2,2025,4,Friday,0,0
20250628,2025-06-28,28,6,June,2,2025,5,Saturday,1,0
20250629,2025-06-29,29,6,June,2,2025,6,Sunday,1,0
20250630,2025-06-30,30,6,June,2,2025,0,Monday,0,0
20250701,2025-07-01,1,7,July,3,2025,1,Tuesday,0,0
20250702,2025-07-02,2,7,July,3,2025,2,Wednesday,0,0
20250703,2025-07-03,3,7,July,3,2025,3,Thursday,0,0
20250704,2025-07-04,4,7,July,3,2025,4,Friday,0,1
20250705,2025-07-05,5,7,July,3,2025,5,Saturday,1,0
20250706,2025-07-06,6,7,July,3,2025,6,Sunday,1,0
20250707,2025-07-07,7,7,July,3,2025,0,Monday,0,0
20250708,2025-07-08,8,7,July,3,2025,1,Tuesday,0,0
20250709,2025-07-09,9,7,July,3,2025,2,Wednesday,0,0
20250710,2025-07-10,10,7,July,3,2025,3,Thursday,0,0
20250711,2025-07-11,11,7,July,3,2025,4,Friday,0,0
20250712,2025-07-12,12,7,July,3,2025,5,Saturday,1,0
20250713,2025-07-13,13,7,July,3,2025,6,Sunday,1,0
20250714,2025-07-14,14,7,July,3,2025,0,Monday,0,0
20250715,2025-07-15,15,7,July,3,2025,1,Tuesday,0,0
20250716,2025-07-16,16,7,July,3,2025,2,Wednesday,0,0
20250717,2025-07-17,17,7,July,3,2025,3,Thursday,0,0
20250718,2025-07-18,18,7,July,3,2025,4,Friday,0,0
20250719,2025-07-19,19,7,July,3,2025,5,Saturday,1,0
20250720,2025-07-20,20,7,July,3,2025,6,Sunday,1,0
20250721,2025-07-21,21,7,July,3,2025,0,Monday,0,0
20250722,2025-07-22,22,7,July,3,2025,1,Tuesday,0,0
20250723,2025-07-23,23,7,July,3,2025,2,Wednesday,0,0
20250724,2025-07-24,24,7,July,3,2025,3,Thursday,0,0
20250725,2025-07-25,25,7,July,3,2025,4,Friday,0,0
20250726,2025-07-26,26,7,July,3,2025,5,Saturday,1,0
20250727,2025-07-27,27,7,July,3,2025,6,Sunday,1,0
20250728,2025-07-28,28,7,July,3,2025,0,Monday,0,0
20250729,2025-07-29,29,7,July,3,2025,1,Tuesday,0,0
20250730,2025-07-30,30,7,July,3,2025,2,Wednesday,0,0
20250731,2025-07-31,31,7,July,3,2025,3,Thursday,0,0
20250801,2025-08-01,1,8,August,3,2025,4,Friday,0,0
20250802,2025-08-02,2,8,August,3,2025,5,Saturday,1,0
20250803,2025-08-03,3,8,August,3,2025,6,Sunday,1,0
20250804,2025-08-04,4,8,August,3,2025,0,Monday,0,0
20250805,2025-08-05,5,8,August,3,2025,1,Tuesday,0,0
20250806,2025-08-06,6,8,August,3,2025,2,Wednesday,0,0
20250807,2025-08-07,7,8,August,3,2025,3,Thursday,0,0
20250808,2025-08-08,8,8,August,3,2025,4,Friday,0,0
20250809,2025-08-09,9,8,August,3,2025,5,Saturday,1,0
20250810,2025-08-10,10,8,August,3,2025,6,Sunday,1,0
20250811,2025-08-11,11,8,August,3,2025,0,Monday,0,0
20250812,2025-08-12,12,8,August,3,2025,1,Tuesday,0,0
20250813,2025-08-13,13,8,August,3,2025,2,Wednesday,0,0
20250814,2025-08-14,14,8,August,3,2025,3,Thursday,0,0
20250815,2025-08-15,15,8,August,3,2025,4,Friday,0,0
20250816,2025-08-16,16,8,August,3,2025,5,Saturday,1,0
20250817,2025-08-17,17,8,August,3,2025,6,Sunday,1,0
20250818,2025-08-18,18,8,August,3,2025,0,Monday,0,0
20250819,2025-08-19,19,8,August,3,2025,1,Tuesday,0,0
20250820,2025-08-20,20,8,August,3,2025,2,Wednesday,0,0
20250821,2025-08-21,21,8,August,3,2025,3,Thursday,0,0
20250822,2025-08-22,22,8,August,3,2025,4,Friday,0,0
20250823,2025-08-23,23,8,August,3,2025,5,Saturday,1,0
20250824,2025-08-24,24,8,August,3,2025,6,Sunday,1,0
20250825,2025-08-25,25,8,August,3,2025,0,Monday,0,0
20250826,2025-08-26,26,8,August,3,2025,1,Tuesday,0,0
20250827,2025-08-27,27,8,August,3,2025,2,Wednesday,0,0
20250828,2025-08-28,28,8,August,3,2025,3,Thursday,0,0
20250829,2025-08-29,29,8,August,3,2025,4,Friday,0,0
20250830,2025-08-30,30,8,August,3,2025,5,Saturday,1,0
20250831,2025-08-31,31,8,August,3,2025,6,Sunday,1,0
20250901,2025-09-01,1,9,September,3,2025,0,Monday,0,1
20250902,2025-09-02,2,9,September,3,2025,1,Tuesday,0,0
20250903,2025-09-03,3,9,September,3,2025,2,Wednesday,0,0
20250904,2025-09-04,4,9,September,3,2025,3,Thursday,0,0
20250905,2025-09-05,5,9,September,3,2025,4,Friday,0,0
20250906,2025-09-06,6,9,September,3,2025,5,Saturday,1,0
20250907,2025-09-07,7,9,September,3,2025,6,Sunday,1,0
20250908,2025-09-08,8,9,September,3,2025,0,Monday,0,0
20250909,2025-09-09,9,9,September,3,2025,1,Tuesday,0,0
20250910,2025-09-10,10,9,September,3,2025,2,Wednesday,0,0
20250911,2025-09-11,11,9,September,3,2025,3,Thursday,0,0
20250912,2025-09-12,12,9,September,3,2025,4,Friday,0,0
20250913,2025-09-13,13,9,September,3,2025,5,Saturday,1,0
20250914,2025-09-14,14,9,September,3,2025,6,Sunday,1,0
20250915,2025-09-15,15,9,September,3,2025,0,Monday,0,0
20250916,2025-09-16,16,9,September,3,2025,1,Tuesday,0,0
20250917,2025-09-17,17,9,September,3,2025,2,Wednesday,0,0
20250918,2025-09-18,18,9,September,3,2025,3,Thursday,0,0
20250919,2025-09-19,19,9,September,3,2025,4,Friday,0,0
20250920,2025-09-20,20,9,September,3,2025,5,Saturday,1,0
20250921,2025-09-21,21,9,September,3,2025,6,Sunday,1,0
20250922,2025-09-22,22,9,September,3,2025,0,Monday,0,0
20250923,2025-09-23,23,9,September,3,2025,1,Tuesday,0,0
20250924,2025-09-24,24,9,September,3,2025,2,Wednesday,0,0
20250925,2025-09-25,25,9,September,3,2025,3,Thursday,0,0
20250926,2025-09-26,26,9,September,3,2025,4,Friday,0,0
20250927,2025-09-27,27,9,September,3,2025,5,Saturday,1,0
20250928,2025-09-28,28,9,September,3,2025,6,Sunday,1,0
20250929,2025-09-29,29,9,September,3,2025,0,Monday,0,0
20250930,2025-09-30,30,9,September,3,2025,1,Tuesday,0,0
20251001,2025-10-01,1,10,October,4,2025,2,Wednesday,0,0
20251002,2025-10-02,2,10,October,4,2025,3,Thursday,0,0
20251003,2025-10-03,3,10,October,4,2025,4,Friday,0,0
20251004,2025-10-04,4,10,October,4,2025,5,Saturday,1,0
20251005,2025-10-05,5,10,October,4,2025,6,Sunday,1,0
20251006,2025-10-06,6,10,October,4,2025,0,Monday,0,0
20251007,2025-10-07,7,10,October,4,2025,1,Tuesday,0,0
20251008,2025-10-08,8,10,October,4,2025,2,Wednesday,0,0
20251009,2025-10-09,9,10,October,4,2025,3,Thursday,0,0
20251010,2025-10-10,10,10,October,4,2025,4,Friday,0,0
20251011,2025-10-11,11,10,October,4,2025,5,Saturday,1,0
20251012,2025-10-12,12,10,October,4,2025,6,Sunday,1,0
20251013,2025-10-13,13,10,October,4,2025,0,Monday,0,1
20251014,2025-10-14,14,10,October,4,2025,1,Tuesday,0,0
20251015,2025-10-15,15,10,October,4,2025,2,Wednesday,0,0
20251016,2025-10-16,16,10,October,4,2025,3,Thursday,0,0
20251017,2025-10-17,17,10,October,4,2025,4,Friday,0,0
20251018,2025-10-18,18,10,October,4,2025,5,Saturday,1,0
20251019,2025-10-19,19,10,October,4,2025,6,Sunday,1,0
20251020,2025-10-20,20,10,October,4,2025,0,Monday,0,0
20251021,2025-10-21,21,10,October,4,2025,1,Tuesday,0,0
20251022,2025-10-22,22,10,October,4,2025,2,Wednesday,0,0
20251023,2025-10-23,23,10,October,4,2025,3,Thursday,0,0
20251024,2025-10-24,24,10,October,4,2025,4,Friday,0,0
20251025,2025-10-25,25,10,October,4,2025,5,Saturday,1,0
20251026,2025-10-26,26,10,October,4,2025,6,Sunday,1,0
20251027,2025-10-27,27,10,October,4,2025,0,Monday,0,0
20251028,2025-10-28,28,10,October,4,2025,1,Tuesday,0,0
20251029,2025-10-29,29,10,October,4,2025,2,Wednesday,0,0
20251030,2025-10-30,30,10,October,4,2025,3,Thursday,0,0
20251031,2025-10-31,31,10,October,4,2025,4,Friday,0,0
20251101,2025-11-01,1,11,November,4,2025,5,Saturday,1,0
20251102,2025-11-02,2,11,November,4,2025,6,Sunday,1,0
20251103,2025-11-03,3,11,November,4,2025,0,Monday,0,0
20251104,2025-11-04,4,11,November,4,2025,1,Tuesday,0,0
20251105,2025-11-05,5,11,November,4,2025,2,Wednesday,0,0
20251106,2025-11-06,6,11,November,4,2025,3,Thursday,0,0
20251107,2025-11-07,7,11,November,4,2025,4,Friday,0,0
20251108,2025-11-08,8,11,November,4,2025,5,Saturday,1,0
20251109,2025-11-09,9,11,November,4,2025,6,Sunday,1,0
20251110,2025-11-10,10,11,November,4,2025,0,Monday,0,0
20251111,2025-11-11,11,11,November,4,2025,1,Tuesday,0,1
20251112,2025-11-12,12,11,November,4,2025,2,Wednesday,0,0
20251113,2025-11-13,13,11,November,4,2025,3,Thursday,0,0
20251114,2025-11-14,14,11,November,4,2025,4,Friday,0,0
20251115,2025-11-15,15,11,November,4,2025,5,Saturday,1,0
20251116,2025-11-16,16,11,November,4,2025,6,Sunday,1,0
20251117,2025-11-17,17,11,November,4,2025,0,Monday,0,0
20251118,2025-11-18,18,11,November,4,2025,1,Tuesday,0,0
20251119,2025-11-19,19,11,November,4,2025,2,Wednesday,0,0
20251120,2025-11-20,20,11,November,4,2025,3,Thursday,0,0
20251121,2025-11-21,21,11,November,4,2025,4,Friday,0,0
20251122,2025-11-22,22,11,November,4,2025,5,Saturday,1,0
20251123,2025-11-23,23,11,November,4,2025,6,Sunday,1,0
20251124,2025-11-24,24,11,November,4,2025,0,Monday,0,0
20251125,2025-11-25,25,11,November,4,2025,1,Tuesday,0,0
20251126,2025-11-26,26,11,November,4,2025,2,Wednesday,0,0
20251127,2025-11-27,27,11,November,4,2025,3,Thursday,0,1
20251128,2025-11-28,28,11,November,4,2025,4,Friday,0,0
20251129,2025-11-29,29,11,November,4,2025,5,Saturday,1,0
20251130,2025-11-30,30,11,November,4,2025,6,Sunday,1,0
20251201,2025-12-01,1,12,December,4,2025,0,Monday,0,0
20251202,2025-12-02,2,12,December,4,2025,1,Tuesday,0,0
20251203,2025-12-03,3,12,December,4,2025,2,Wednesday,0,0
20251204,2025-12-04,4,12,December,4,2025,3,Thursday,0,0
20251205,2025-12-05,5,12,December,4,2025,4,Friday,0,0
20251206,2025-12-06,6,12,December,4,2025,5,Saturday,1,0
20251207,2025-12-07,7,12,December,4,2025,6,Sunday,1,0
20251208,2025-12-08,8,12,December,4,2025,0,Monday,0,0
20251209,2025-12-09,9,12,December,4,2025,1,Tuesday,0,0
20251210,2025-12-10,10,12,December,4,2025,2,Wednesday,0,0
20251211,2025-12-11,11,12,December,4,2025,3,Thursday,0,0
20251212,2025-12-12,12,12,December,4,2025,4,Friday,0,0
20251213,2025-12-13,13,12,December,4,2025,5,Saturday,1,0
20251214,2025-12-14,14,12,December,4,2025,6,Sunday,1,0
20251215,2025-12-15,15,12,December,4,2025,0,Monday,0,0
20251216,2025-12-16,16,12,December,4,2025,1,Tuesday,0,0
20251217,2025-12-17,17,12,December,4,2025,2,Wednesday,0,0
20251218,2025-12-18,18,12,December,4,2025,3,Thursday,0,0
20251219,2025-12-19,19,12,December,4,2025,4,Friday,0,0
20251220,2025-12-20,20,12,December,4,2025,5,Saturday,1,0
20251221,2025-12-21,21,12,December,4,2025,6,Sunday,1,0
20251222,2025-12-22,22,12,December,4,2025,0,Monday,0,0
20251223,2025-12-23,23,12,December,4,2025,1,Tuesday,0,0
20251224,2025-12-24,24,12,December,4,2025,2,Wednesday,0,0
20251225,2025-12-25,25,12,December,4,2025,3,Thursday,0,1
20251226,2025-12-26,26,12,December,4,2025,4,Friday,0,0
20251227,2025-12-27,27,12,December,4,2025,5,Saturday,1,0
20251228,2025-12-28,28,12,December,4,2025,6,Sunday,1,0
20251229,2025-12-29,29,12,December,4,2025,0,Monday,0,0
20251230,2025-12-30,30,12,December,4,2025,1,Tuesday,0,0
20251231,2025-12-31,31,12,December,4,2025,2,Wednesday,0,0
